Episode,X,Y,Z
1,-9.337411,1.256397,-2.475641
1,-9.299338,1.268673,-2.463756
1,-9.261266,1.280522,-2.451522
1,-9.247669,1.305073,-2.418474
1,-9.234073,1.330776,-2.382216
1,-9.220476,1.354561,-2.342363
1,-9.20688,1.37522,-2.299183
1,-9.193283,1.392003,-2.253204
1,-9.199184,1.398888,-2.236638
1,-9.205086,1.403524,-2.219076
1,-9.210987,1.407387,-2.199954
1,-9.216888,1.410642,-2.179089
1,-9.22279,1.413154,-2.156408
1,-9.215183,1.414854,-2.111114
1,-9.207577,1.415194,-2.065505
1,-9.19997,1.415262,-2.019884
1,-9.192364,1.415275,-1.974264
1,-9.184757,1.415278,-1.928643
1,-9.162934,1.415279,-1.913676
1,-9.141111,1.415279,-1.898709
1,-9.119288,1.415279,-1.883742
1,-9.097466,1.415279,-1.868775
1,-9.075643,1.415279,-1.853808
1,-9.076492,1.415279,-1.819467
1,-9.077342,1.415279,-1.785126
1,-9.078192,1.415279,-1.750785
1,-9.079041,1.415279,-1.716444
1,-9.079891,1.415279,-1.682103
1,-9.080525,1.415279,-1.625223
1,-9.08116,1.415279,-1.568343
1,-9.081794,1.415279,-1.511463
1,-9.082428,1.415279,-1.454583
1,-9.083062,1.415279,-1.397704
1,-9.090486,1.415279,-1.376558
1,-9.097909,1.415279,-1.355413
1,-9.105332,1.415279,-1.334267
1,-9.112756,1.415279,-1.313122
1,-9.120179,1.415279,-1.291976
1,-9.124895,1.415279,-1.294789
1,-9.129611,1.415279,-1.297601
1,-9.134327,1.415279,-1.300413
1,-9.139043,1.415279,-1.303226
1,-9.143759,1.415279,-1.306038
1,-9.161572,1.415279,-1.255458
1,-9.179384,1.415279,-1.204879
1,-9.197197,1.415279,-1.154299
1,-9.21501,1.415279,-1.103719
1,-9.232822,1.415279,-1.053139
1,-9.251017,1.415279,-1.013432
1,-9.269211,1.415279,-0.9737249
1,-9.287405,1.415279,-0.9340177
1,-9.305599,1.415279,-0.8943105
1,-9.323793,1.415279,-0.8546034
1,-9.349349,1.415279,-0.8415366
1,-9.374905,1.415279,-0.8284698
1,-9.40046,1.415279,-0.815403
1,-9.426016,1.415279,-0.8023363
1,-9.451571,1.415279,-0.7892695
1,-9.475118,1.415279,-0.7422646
1,-9.498664,1.415279,-0.6952597
1,-9.52221,1.415279,-0.6482549
1,-9.545756,1.415279,-0.60125
1,-9.569303,1.415279,-0.5542452
1,-9.550371,1.415279,-0.5229244
1,-9.53144,1.415279,-0.4916036
1,-9.512508,1.415279,-0.4602827
1,-9.493577,1.415279,-0.4289619
1,-9.474646,1.415279,-0.3976411
1,-9.484486,1.415279,-0.37299
1,-9.494326,1.415279,-0.3483388
1,-9.504166,1.415279,-0.3236876
1,-9.514006,1.415279,-0.2990364
1,-9.523846,1.415279,-0.2743853
1,-9.508754,1.415279,-0.2520261
1,-9.493662,1.415279,-0.229667
1,-9.47857,1.415279,-0.2073079
1,-9.463478,1.415279,-0.1849487
1,-9.448386,1.415279,-0.1625896
1,-9.45832,1.415279,-0.1346688
1,-9.468253,1.415279,-0.1067479
1,-9.478187,1.415279,-0.07882708
1,-9.48812,1.415279,-0.05090624
1,-9.498054,1.415279,-0.02298534
1,-9.493984,1.415279,-0.01036584
1,-9.489915,1.415279,0.002253652
1,-9.485846,1.415279,0.01487315
1,-9.481776,1.415279,0.02749264
1,-9.477707,1.415279,0.04011214
1,-9.493764,1.415279,0.1001121
1,-9.509821,1.415279,0.160112
1,-9.525878,1.415279,0.220112
1,-9.541935,1.415279,0.280112
1,-9.557992,1.415279,0.3401121
1,-9.559073,1.415279,0.3776501
1,-9.560155,1.415279,0.4151882
1,-9.561236,1.415279,0.4527262
1,-9.562318,1.415279,0.4902643
1,-9.563399,1.415279,0.5278023
1,-9.57152,1.415279,0.5506153
1,-9.57964,1.415279,0.5734283
1,-9.587761,1.415279,0.5962412
1,-9.595881,1.415279,0.6190542
1,-9.604002,1.415279,0.6418672
1,-9.612852,1.415279,0.6832709
1,-9.621702,1.415279,0.7246747
1,-9.630552,1.415279,0.7660785
1,-9.639402,1.415279,0.8074822
1,-9.648252,1.415279,0.848886
1,-9.639315,1.415279,0.8879914
1,-9.630377,1.415279,0.9270967
1,-9.621439,1.415279,0.9662021
1,-9.612501,1.415279,1.005307
1,-9.603563,1.415279,1.044413
1,-9.600797,1.415279,1.094264
1,-9.59803,1.415279,1.144115
1,-9.595263,1.415279,1.193966
1,-9.592497,1.415279,1.243817
1,-9.58973,1.415279,1.293668
1,-9.608659,1.415279,1.330608
1,-9.627587,1.415279,1.367549
1,-9.646516,1.415279,1.40449
1,-9.665444,1.415279,1.44143
1,-9.684373,1.415279,1.478371
1,-9.696579,1.415279,1.499612
1,-9.708785,1.415279,1.520854
1,-9.720991,1.415279,1.542095
1,-9.733197,1.415279,1.563336
1,-9.745403,1.415279,1.584578
1,-9.738379,1.415279,1.594966
1,-9.731354,1.415279,1.605354
1,-9.724329,1.415279,1.615742
1,-9.717304,1.415279,1.62613
1,-9.710279,1.415279,1.636518
1,-9.711411,1.415279,1.648604
1,-9.712543,1.415279,1.660689
1,-9.713675,1.415279,1.672775
1,-9.714808,1.415279,1.68486
1,-9.71594,1.415279,1.696946
1,-9.718341,1.415279,1.720749
1,-9.720742,1.415279,1.744553
1,-9.723144,1.415279,1.768356
1,-9.725545,1.415279,1.79216
1,-9.727946,1.415279,1.815963
1,-9.729111,1.415279,1.841969
1,-9.730275,1.415279,1.867975
1,-9.73144,1.415279,1.893981
1,-9.732604,1.415279,1.919987
1,-9.733768,1.415279,1.945993
1,-9.696362,1.415279,1.955201
1,-9.658955,1.415279,1.96441
1,-9.621548,1.415279,1.973619
1,-9.584141,1.415279,1.982827
1,-9.546734,1.415279,1.992036
1,-9.532434,1.415279,2.008364
1,-9.518135,1.415279,2.024692
1,-9.503836,1.415279,2.04102
1,-9.489536,1.415279,2.057348
1,-9.475237,1.415279,2.073677
1,-9.465598,1.415279,2.07619
1,-9.455959,1.415279,2.078703
1,-9.446321,1.415279,2.081217
1,-9.436682,1.415279,2.08373
1,-9.427043,1.415279,2.086244
1,-9.424093,1.415279,2.089048
1,-9.421144,1.415279,2.091853
1,-9.418194,1.415279,2.094657
1,-9.415244,1.415279,2.097462
1,-9.412294,1.415279,2.100266
1,-9.424273,1.415279,2.150664
1,-9.436251,1.415279,2.201062
1,-9.448229,1.415279,2.25146
1,-9.460207,1.415279,2.301858
1,-9.472185,1.415279,2.352256
1,-9.509851,1.415279,2.362134
1,-9.547516,1.415279,2.372012
1,-9.585181,1.415279,2.381891
1,-9.622847,1.415279,2.391769
1,-9.660512,1.415279,2.401648
1,-9.653654,1.415279,2.420986
1,-9.646796,1.415279,2.440324
1,-9.639938,1.415279,2.459662
1,-9.63308,1.415279,2.479
1,-9.626223,1.415279,2.498338
1,-9.623648,1.415279,2.5145
1,-9.621073,1.415279,2.530663
1,-9.618498,1.415279,2.546825
1,-9.615923,1.415279,2.562987
1,-9.613348,1.415279,2.579149
1,-9.60404,1.415279,2.637646
1,-9.594732,1.415279,2.696142
1,-9.585424,1.415279,2.754639
1,-9.576117,1.415279,2.813136
1,-9.566809,1.415279,2.871633
1,-9.569364,1.415279,2.896851
1,-9.571918,1.415279,2.92207
1,-9.574473,1.415279,2.947289
1,-9.577028,1.415279,2.972507
1,-9.579583,1.415279,2.997726
1,-9.561752,1.415279,3.012171
1,-9.543921,1.415279,3.026615
1,-9.526091,1.415279,3.041059
1,-9.50826,1.415279,3.055504
1,-9.490429,1.415279,3.069948
1,-9.485742,1.415279,3.089608
1,-9.481054,1.415279,3.109267
1,-9.476367,1.415279,3.128927
1,-9.47168,1.415279,3.148587
1,-9.466992,1.415279,3.168247
1,-9.446183,1.415279,3.169017
1,-9.425374,1.415279,3.169788
1,-9.404565,1.415279,3.170558
1,-9.383756,1.415279,3.171329
1,-9.362947,1.415279,3.1721
1,-9.365225,1.415279,3.2321
1,-9.367503,1.415279,3.292099
1,-9.369781,1.415279,3.352099
1,-9.37206,1.415279,3.412099
1,-9.374338,1.415279,3.472099
1,-9.387175,1.415279,3.493371
1,-9.400011,1.415279,3.514643
1,-9.412848,1.415279,3.535915
1,-9.425684,1.415279,3.557187
1,-9.43852,1.415279,3.578459
1,-9.440038,1.415279,3.635557
1,-9.441555,1.415279,3.692654
1,-9.443072,1.415279,3.749752
1,-9.44459,1.415279,3.80685
1,-9.446107,1.415279,3.863947
1,-9.432858,1.415279,3.876654
1,-9.419608,1.415279,3.88936
1,-9.406359,1.415279,3.902066
1,-9.393109,1.415279,3.914773
1,-9.37986,1.415279,3.927479
1,-9.366894,1.415279,3.951695
1,-9.353928,1.415279,3.975912
1,-9.340961,1.415279,4.000129
1,-9.327995,1.415279,4.024345
1,-9.315029,1.414942,4.04855
1,-9.323183,1.414988,4.044755
1,-9.331337,1.415087,4.04096
1,-9.339491,1.415174,4.037165
1,-9.347645,1.415235,4.033369
1,-9.355799,1.415268,4.029571
1,-9.338945,1.41515,4.040643
1,-9.322092,1.414805,4.051703
1,-9.305239,1.414221,4.062739
1,-9.288385,1.413395,4.07374
1,-9.271532,1.412329,4.084697
1,-9.283601,1.412126,4.084554
1,-9.29567,1.412097,4.084431
1,-9.307738,1.412102,4.084311
1,-9.319807,1.412113,4.084193
1,-9.331876,1.412126,4.084074
1,-9.331293,1.408202,4.119166
1,-9.33071,1.400961,4.154077
1,-9.330128,1.391259,4.18866
1,-9.329545,1.378879,4.223054
1,-9.328962,1.369336,4.25814
1,-9.326427,1.367427,4.285458
1,-9.323891,1.367046,4.312776
1,-9.321355,1.366969,4.340094
1,-9.318819,1.366954,4.367412
1,-9.316283,1.366951,4.39473
1,-9.32128,1.36695,4.391894
1,-9.326278,1.36695,4.389059
1,-9.331275,1.36695,4.386224
1,-9.336272,1.36695,4.383389
1,-9.341269,1.36695,4.380553
1,-9.336479,1.36695,4.425298
1,-9.331689,1.36695,4.470042
1,-9.326899,1.36695,4.514787
1,-9.322108,1.36695,4.559531
1,-9.317318,1.36695,4.604276
1,-9.339001,1.36695,4.625332
1,-9.360683,1.36695,4.646389
1,-9.382366,1.36695,4.667446
1,-9.404049,1.36695,4.688502
1,-9.425732,1.36695,4.709559
1,-9.409783,1.36695,4.731507
1,-9.393835,1.36695,4.753456
1,-9.377887,1.36695,4.775404
1,-9.361938,1.36695,4.797352
1,-9.34599,1.36695,4.819301
1,-9.369689,1.36695,4.842711
1,-9.393388,1.36695,4.866121
1,-9.417087,1.36695,4.889532
1,-9.440785,1.36695,4.912942
1,-9.464484,1.36695,4.936352
1,-9.470737,1.36695,4.949123
1,-9.476989,1.36695,4.961895
1,-9.483241,1.36695,4.974666
1,-9.489493,1.36695,4.987437
1,-9.495746,1.36695,5.000208
1,-9.485006,1.36695,5.00947
1,-9.474267,1.36695,5.018731
1,-9.463528,1.36695,5.027993
1,-9.452788,1.36695,5.037254
1,-9.442049,1.36695,5.046516
1,-9.417386,1.36695,5.051346
1,-9.392723,1.36695,5.056177
1,-9.36806,1.36695,5.061007
1,-9.343397,1.36695,5.065837
1,-9.318734,1.36695,5.070668
1,-9.337573,1.36695,5.103373
1,-9.356412,1.36695,5.136077
1,-9.375251,1.36695,5.168782
1,-9.39409,1.36695,5.201487
1,-9.412929,1.36695,5.234192
1,-9.417508,1.36695,5.232488
1,-9.422088,1.36695,5.230783
1,-9.426667,1.36695,5.229079
1,-9.431247,1.36695,5.227375
1,-9.435826,1.36695,5.225671
1,-9.413372,1.36695,5.237968
1,-9.390918,1.36695,5.250265
1,-9.368464,1.36695,5.262562
1,-9.346009,1.36695,5.274859
1,-9.323555,1.36695,5.287157
1,-9.318271,1.36695,5.318299
1,-9.312986,1.36695,5.349442
1,-9.307702,1.36695,5.380585
1,-9.302418,1.36695,5.411727
1,-9.297133,1.36695,5.44287
1,-9.314578,1.36695,5.492375
1,-9.332023,1.36695,5.54188
1,-9.349467,1.36695,5.591384
1,-9.366912,1.36695,5.640889
1,-9.384356,1.36695,5.690394
1,-9.378477,1.36695,5.68024
1,-9.372598,1.36695,5.670085
1,-9.366718,1.36695,5.659931
1,-9.360839,1.36695,5.649777
1,-9.354959,1.36695,5.639623
1,-9.35602,1.36695,5.639383
1,-9.35708,1.36695,5.639144
1,-9.358141,1.36695,5.638905
1,-9.359201,1.36695,5.638665
1,-9.360262,1.36695,5.638426
1,-9.362419,1.36695,5.64998
1,-9.364576,1.36695,5.661534
1,-9.366734,1.36695,5.673089
1,-9.368891,1.36695,5.684643
1,-9.371048,1.36695,5.696197
1,-9.37482,1.36695,5.694639
1,-9.378592,1.36695,5.69308
1,-9.382363,1.36695,5.691522
1,-9.386135,1.36695,5.689964
1,-9.389907,1.36695,5.688406
1,-9.366565,1.36695,5.734688
1,-9.343223,1.36695,5.780971
1,-9.31988,1.36695,5.827254
1,-9.296538,1.36695,5.873537
1,-9.273196,1.36695,5.919819
1,-9.273063,1.36695,5.941417
1,-9.272929,1.36695,5.963015
1,-9.272796,1.36695,5.984613
1,-9.272662,1.36695,6.006211
1,-9.272529,1.36695,6.027809
1,-9.259057,1.36695,6.029125
1,-9.245585,1.36695,6.030442
1,-9.232114,1.36695,6.031758
1,-9.218642,1.36695,6.033075
1,-9.205171,1.36695,6.034391
1,-9.200575,1.36695,6.063767
1,-9.195979,1.36695,6.093143
1,-9.191383,1.36695,6.122519
1,-9.186788,1.36695,6.151896
1,-9.182192,1.36695,6.181272
1,-9.193553,1.36695,6.217266
1,-9.204914,1.36695,6.253261
1,-9.216275,1.36695,6.289255
1,-9.227636,1.36695,6.32525
1,-9.238997,1.36695,6.361244
1,-9.231942,1.36695,6.387132
1,-9.224887,1.36695,6.413019
1,-9.217832,1.36695,6.438907
1,-9.210776,1.36695,6.464794
1,-9.203721,1.36695,6.490682
1,-9.215227,1.36695,6.496573
1,-9.226733,1.36695,6.502464
1,-9.238239,1.36695,6.508356
1,-9.249745,1.36695,6.514247
1,-9.261251,1.36695,6.520138
1,-9.264191,1.36695,6.549192
1,-9.26713,1.36695,6.578247
1,-9.270069,1.36695,6.607301
1,-9.273008,1.36695,6.636355
1,-9.275948,1.36695,6.665409
1,-9.280209,1.36695,6.695346
1,-9.28447,1.36695,6.725284
1,-9.288731,1.36695,6.755221
1,-9.292992,1.36695,6.785158
1,-9.297253,1.36695,6.815095
1,-9.27973,1.36695,6.826496
1,-9.262207,1.36695,6.837897
1,-9.244684,1.36695,6.849298
1,-9.227161,1.36695,6.860698
1,-9.209639,1.36695,6.872099
1,-9.221226,1.36695,6.87094
1,-9.232813,1.36695,6.869781
1,-9.2444,1.36695,6.868623
1,-9.255987,1.36695,6.867464
1,-9.267574,1.36695,6.866305
1,-9.253733,1.36695,6.909083
1,-9.239891,1.36695,6.95186
1,-9.226049,1.36695,6.994638
1,-9.212208,1.36695,7.037416
1,-9.198366,1.36695,7.080193
1,-9.207209,1.36695,7.095685
1,-9.216051,1.36695,7.111177
1,-9.224894,1.36695,7.126669
1,-9.233736,1.36695,7.142161
1,-9.242579,1.36695,7.157653
1,-9.236814,1.36695,7.174059
1,-9.23105,1.36695,7.190465
1,-9.225286,1.36695,7.206871
1,-9.219522,1.36695,7.223277
1,-9.213758,1.36695,7.239683
1,-9.214907,1.36695,7.230401
1,-9.216055,1.36695,7.221119
1,-9.217203,1.36695,7.211837
1,-9.218351,1.36695,7.202555
1,-9.2195,1.36695,7.193273
1,-9.216516,1.36695,7.198456
1,-9.213533,1.36695,7.20364
1,-9.21055,1.36695,7.208824
1,-9.207567,1.36695,7.214007
1,-9.204584,1.36695,7.219191
1,-9.226466,1.36695,7.243763
1,-17.58,1.268076,-19.98
1,-17.5538,1.260228,-19.95478
1,-17.52761,1.248456,-19.92956
1,-17.50141,1.23276,-19.90434
1,-17.47522,1.21314,-19.87912
1,-17.44902,1.189596,-19.8539
1,-17.40202,1.185555,-19.81312
1,-17.35502,1.184748,-19.77235
1,-17.30801,1.184586,-19.73158
1,-17.26101,1.184554,-19.69081
1,-17.21401,1.184547,-19.65004
1,-17.20785,1.184545,-19.63282
1,-17.20168,1.184545,-19.6156
1,-17.19552,1.184545,-19.59838
1,-17.18936,1.184545,-19.58117
1,-17.1832,1.184546,-19.56395
1,-17.169,1.184545,-19.53292
1,-17.1548,1.184545,-19.50189
1,-17.14061,1.184545,-19.47086
1,-17.12641,1.184545,-19.43983
1,-17.11221,1.184545,-19.4088
1,-17.09865,1.184545,-19.42152
1,-17.08509,1.184545,-19.43425
1,-17.07154,1.184545,-19.44697
1,-17.05798,1.184545,-19.45969
1,-17.04442,1.184545,-19.47241
1,-17.01349,1.184545,-19.42387
1,-16.98257,1.184545,-19.37534
1,-16.95164,1.184545,-19.3268
1,-16.92072,1.184545,-19.27826
1,-16.8898,1.184545,-19.22972
1,-16.87339,1.184546,-19.23276
1,-16.85698,1.184545,-19.23579
1,-16.84057,1.184545,-19.23883
1,-16.82416,1.184546,-19.24186
1,-16.80775,1.184546,-19.2449
1,-16.77581,1.184546,-19.21416
1,-16.74386,1.184546,-19.18343
1,-16.71191,1.184546,-19.1527
1,-16.67997,1.184546,-19.12197
1,-16.64802,1.184546,-19.09123
1,-16.62049,1.184546,-19.03123
1,-16.59296,1.184546,-18.97123
1,-16.56542,1.184546,-18.91123
1,-16.53789,1.184546,-18.85123
1,-16.51036,1.184546,-18.79123
1,-16.47459,1.184545,-18.74927
1,-16.43881,1.184545,-18.7073
1,-16.40304,1.184545,-18.66534
1,-16.36727,1.184545,-18.62337
1,-16.3315,1.184545,-18.58141
1,-16.33459,1.184545,-18.59761
1,-16.33768,1.184545,-18.61381
1,-16.34077,1.184545,-18.63001
1,-16.34386,1.184545,-18.64621
1,-16.34696,1.184545,-18.66241
1,-16.34515,1.184545,-18.64631
1,-16.34334,1.184545,-18.63021
1,-16.34154,1.184545,-18.61411
1,-16.33973,1.184545,-18.59801
1,-16.33792,1.184545,-18.5819
1,-16.33557,1.184545,-18.55617
1,-16.33321,1.184545,-18.53043
1,-16.33085,1.184545,-18.50469
1,-16.3285,1.184545,-18.47895
1,-16.32614,1.184545,-18.45321
1,-16.30038,1.184545,-18.44413
1,-16.27463,1.184545,-18.43505
1,-16.24888,1.184545,-18.42596
1,-16.22313,1.184545,-18.41688
1,-16.19737,1.184545,-18.40779
1,-16.16342,1.184545,-18.40304
1,-16.12946,1.184545,-18.39829
1,-16.0955,1.184545,-18.39354
1,-16.06155,1.184545,-18.38879
1,-16.02759,1.184545,-18.38404
1,-15.99752,1.184545,-18.38623
1,-15.96745,1.184545,-18.38842
1,-15.93739,1.184545,-18.39061
1,-15.90732,1.184545,-18.3928
1,-15.87725,1.184545,-18.39499
1,-15.82335,1.184545,-18.36563
1,-15.76944,1.184545,-18.33626
1,-15.71553,1.184545,-18.3069
1,-15.66162,1.184545,-18.27753
1,-15.60772,1.184545,-18.24817
1,-15.59384,1.184545,-18.23164
1,-15.57997,1.184546,-18.21511
1,-15.56609,1.184545,-18.19859
1,-15.55221,1.184545,-18.18206
1,-15.53834,1.184545,-18.16554
1,-15.51178,1.184545,-18.14013
1,-15.48522,1.184545,-18.11472
1,-15.45866,1.184545,-18.0893
1,-15.4321,1.184545,-18.06389
1,-15.40554,1.184545,-18.03848
1,-15.37927,1.184545,-18.00843
1,-15.353,1.184545,-17.97837
1,-15.32673,1.184545,-17.94832
1,-15.30046,1.184545,-17.91827
1,-15.27419,1.184545,-17.88822
1,-15.27344,1.184545,-17.87006
1,-15.27269,1.184545,-17.85189
1,-15.27194,1.184545,-17.83373
1,-15.27119,1.184545,-17.81557
1,-15.27044,1.184545,-17.79741
1,-15.25646,1.184545,-17.76852
1,-15.24249,1.184545,-17.73964
1,-15.22851,1.184545,-17.71075
1,-15.21453,1.184545,-17.68187
1,-15.20055,1.184545,-17.65298
1,-15.19887,1.184545,-17.63573
1,-15.1972,1.184545,-17.61848
1,-15.19552,1.184545,-17.60123
1,-15.19384,1.184545,-17.58398
1,-15.19217,1.184545,-17.56673
1,-15.18817,1.184545,-17.55506
1,-15.18418,1.184545,-17.54338
1,-15.18019,1.184545,-17.53171
1,-15.1762,1.184545,-17.52003
1,-15.1722,1.184545,-17.50836
1,-15.14517,1.184545,-17.49815
1,-15.11814,1.184545,-17.48794
1,-15.09111,1.184545,-17.47773
1,-15.06407,1.184545,-17.46752
1,-15.03704,1.184545,-17.45731
1,-14.9945,1.184545,-17.42531
1,-14.95195,1.184545,-17.39331
1,-14.9094,1.184545,-17.36131
1,-14.86686,1.184545,-17.3293
1,-14.82431,1.184545,-17.2973
1,-14.8073,1.184545,-17.29804
1,-14.79029,1.184545,-17.29879
1,-14.77328,1.184545,-17.29953
1,-14.75627,1.184545,-17.30027
1,-14.73926,1.184545,-17.30101
1,-14.67926,1.184545,-17.25334
1,-14.61926,1.184545,-17.20568
1,-14.55926,1.184545,-17.15801
1,-14.49926,1.184545,-17.11034
1,-14.43926,1.184545,-17.06267
1,-14.41463,1.184545,-17.02271
1,-14.39,1.184545,-16.98276
1,-14.36538,1.184545,-16.9428
1,-14.34075,1.184545,-16.90284
1,-14.31612,1.184545,-16.86288
1,-14.31281,1.184545,-16.82506
1,-14.30949,1.184545,-16.78723
1,-14.30618,1.184545,-16.7494
1,-14.30286,1.184545,-16.71158
1,-14.29955,1.184545,-16.67375
1,-14.28882,1.184545,-16.63894
1,-14.2781,1.184545,-16.60413
1,-14.26738,1.184545,-16.56932
1,-14.25666,1.184545,-16.53452
1,-14.24594,1.184545,-16.49971
1,-14.24395,1.184545,-16.50477
1,-14.24196,1.184545,-16.50984
1,-14.23997,1.184545,-16.51491
1,-14.23797,1.184545,-16.51998
1,-14.23598,1.184545,-16.52505
1,-14.18993,1.184545,-16.46781
1,-14.14387,1.184545,-16.41057
1,-14.09781,1.184545,-16.35334
1,-14.05176,1.184545,-16.2961
1,-14.0057,1.184545,-16.23887
1,-13.98801,1.184545,-16.20095
1,-13.97032,1.184545,-16.16304
1,-13.95263,1.184545,-16.12512
1,-13.93494,1.184545,-16.08721
1,-13.91726,1.184545,-16.0493
1,-13.88201,1.184545,-16.02118
1,-13.84677,1.184545,-15.99306
1,-13.81152,1.184545,-15.96494
1,-13.77628,1.184545,-15.93682
1,-13.74104,1.184545,-15.9087
1,-13.68103,1.184545,-15.89635
1,-13.62103,1.184545,-15.88401
1,-13.56103,1.184545,-15.87167
1,-13.50103,1.184545,-15.85933
1,-13.44103,1.184545,-15.84699
1,-13.41813,1.184545,-15.82174
1,-13.39524,1.184545,-15.79649
1,-13.37235,1.184545,-15.77124
1,-13.34945,1.184545,-15.746
1,-13.32656,1.184545,-15.72075
1,-13.28898,1.184545,-15.70135
1,-13.2514,1.184545,-15.68195
1,-13.21382,1.184545,-15.66255
1,-13.17624,1.184545,-15.64315
1,-13.13867,1.184545,-15.62375
1,-13.19867,1.184545,-15.61488
1,-13.25867,1.184545,-15.60602
1,-13.31866,1.184545,-15.59715
1,-13.37866,1.184545,-15.58828
1,-13.43866,1.184545,-15.57941
1,-13.48994,1.184545,-15.59162
1,-13.54122,1.184545,-15.60383
1,-13.5925,1.184545,-15.61604
1,-13.64378,1.184545,-15.62825
1,-13.69506,1.184545,-15.64046
1,-13.74707,1.184545,-15.66479
1,-13.79908,1.184545,-15.68912
1,-13.85109,1.184545,-15.71344
1,-13.9031,1.184545,-15.73777
1,-13.95511,1.184545,-15.7621
1,-14.01511,1.184545,-15.73794
1,-14.07511,1.184545,-15.71378
1,-14.13511,1.184545,-15.68962
1,-14.19511,1.184545,-15.66546
1,-14.25511,1.184545,-15.6413
1,-14.27817,1.184545,-15.64479
1,-14.30123,1.184545,-15.64828
1,-14.32429,1.184545,-15.65176
1,-14.34735,1.184545,-15.65525
1,-14.37041,1.184545,-15.65874
1,-14.41132,1.184545,-15.66715
1,-14.45223,1.184545,-15.67556
1,-14.49314,1.184545,-15.68398
1,-14.53406,1.184545,-15.69239
1,-14.57497,1.184545,-15.7008
1,-14.59637,1.184545,-15.69593
1,-14.61777,1.184545,-15.69107
1,-14.63918,1.184545,-15.68621
1,-14.66058,1.184545,-15.68134
1,-14.68199,1.184545,-15.67648
1,-14.69328,1.184545,-15.64928
1,-14.70457,1.184545,-15.62208
1,-14.71585,1.184545,-15.59488
1,-14.72714,1.184545,-15.56768
1,-14.73843,1.184545,-15.54048
1,-14.79843,1.184545,-15.51243
1,-14.85843,1.184545,-15.48439
1,-14.91843,1.184545,-15.45634
1,-14.97843,1.184545,-15.4283
1,-15.03843,1.184545,-15.40026
1,-15.06431,1.184545,-15.43843
1,-15.0902,1.184545,-15.47661
1,-15.11608,1.184545,-15.51479
1,-15.14197,1.184545,-15.55297
1,-15.16785,1.184545,-15.59114
1,-15.1961,1.184545,-15.59135
1,-15.22436,1.184545,-15.59156
1,-15.25261,1.184545,-15.59176
1,-15.28086,1.184545,-15.59197
1,-15.30911,1.184545,-15.59218
1,-15.32192,1.184545,-15.56649
1,-15.33473,1.184545,-15.54081
1,-15.34754,1.184545,-15.51512
1,-15.36035,1.184545,-15.48944
1,-15.37316,1.184545,-15.46375
1,-15.42971,1.184545,-15.45697
1,-15.48627,1.184545,-15.45018
1,-15.54282,1.184545,-15.4434
1,-15.59938,1.184545,-15.43662
1,-15.65594,1.184545,-15.42983
1,-15.69719,1.184545,-15.39758
1,-15.73845,1.184545,-15.36532
1,-15.7797,1.184545,-15.33306
1,-15.82096,1.184545,-15.30081
1,-15.86222,1.184545,-15.26855
1,-15.90151,1.184545,-15.26566
1,-15.9408,1.184545,-15.26276
1,-15.98009,1.184545,-15.25987
1,-16.01939,1.184545,-15.25698
1,-16.05868,1.184545,-15.25408
1,-16.09886,1.184545,-15.229
1,-16.13905,1.184545,-15.20391
1,-16.17923,1.184545,-15.17883
1,-16.21941,1.184545,-15.15374
1,-16.25959,1.184545,-15.12865
1,-16.29723,1.184545,-15.08976
1,-16.33486,1.184545,-15.05086
1,-16.3725,1.184545,-15.01196
1,-16.41014,1.184545,-14.97307
1,-16.44777,1.184545,-14.93417
1,-16.4483,1.184545,-14.91432
1,-16.44882,1.184545,-14.89446
1,-16.44935,1.184545,-14.87461
1,-16.44988,1.184545,-14.85476
1,-16.4504,1.184545,-14.8349
1,-16.48337,1.184545,-14.84333
1,-16.51634,1.184545,-14.85175
1,-16.54931,1.184545,-14.86018
1,-16.58228,1.184545,-14.8686
1,-16.61526,1.184545,-14.87703
1,-16.65714,1.184545,-14.84542
1,-16.69903,1.184545,-14.8138
1,-16.74092,1.184545,-14.78219
1,-16.78281,1.184545,-14.75058
1,-16.8247,1.184545,-14.71897
1,-16.85952,1.184545,-14.70153
1,-16.89434,1.184545,-14.6841
1,-16.92916,1.184545,-14.66667
1,-16.96398,1.184545,-14.64924
1,-16.99879,1.184545,-14.63181
1,-17.03377,1.184545,-14.60464
1,-17.06875,1.184545,-14.57746
1,-17.10373,1.184545,-14.55029
1,-17.13871,1.184545,-14.52311
1,-17.17369,1.184545,-14.49594
1,-17.19839,1.184545,-14.48533
1,-17.2231,1.184545,-14.47472
1,-17.24781,1.184545,-14.46411
1,-17.27251,1.184545,-14.4535
1,-17.29722,1.184545,-14.44289
1,-17.32113,1.184545,-14.40842
1,-17.34505,1.184545,-14.37396
1,-17.36897,1.184545,-14.33949
1,-17.39288,1.184545,-14.30503
1,-17.4168,1.184545,-14.27057
1,-17.45128,1.184545,-14.27283
1,-17.48577,1.184545,-14.27509
1,-17.52025,1.184545,-14.27735
1,-17.55474,1.184545,-14.27961
1,-17.58922,1.184545,-14.28187
1,-17.60785,1.184545,-14.29792
1,-17.62648,1.184545,-14.31397
1,-17.64511,1.184545,-14.33002
1,-17.66373,1.184545,-14.34607
1,-17.68236,1.184545,-14.36211
1,-17.70496,1.184545,-14.3448
