Episode,X,Y,Z
1,-17.34281,1.184545,-15.00868
1,-17.3652,1.184544,-14.99726
1,-17.39027,1.184545,-14.94877
1,-17.41535,1.184545,-14.90027
1,-17.44042,1.184545,-14.85178
1,-17.4655,1.184545,-14.80329
1,-17.49057,1.184545,-14.75479
1,-17.50187,1.184544,-14.78187
1,-17.51317,1.184545,-14.80894
1,-17.52447,1.184545,-14.83602
1,-17.53577,1.184545,-14.86309
1,-17.54708,1.184545,-14.89017
1,-17.57108,1.184544,-14.88227
1,-17.59509,1.184545,-14.87437
1,-17.6191,1.184544,-14.86647
1,-17.64311,1.184545,-14.85857
1,-17.66712,1.184544,-14.85068
1,-17.69512,1.184545,-14.83686
1,-17.72311,1.184544,-14.82305
1,-17.7511,1.184545,-14.80923
1,-17.77909,1.184544,-14.79542
1,-17.80709,1.184545,-14.7816
1,-17.8223,1.184544,-14.76073
1,-17.83751,1.184545,-14.73986
1,-17.85272,1.184544,-14.719
1,-17.86794,1.184545,-14.69813
1,-17.88315,1.184544,-14.67726
1,-17.91302,1.184545,-14.64895
1,-17.9429,1.184544,-14.62065
1,-17.97277,1.184545,-14.59234
1,-18.00265,1.184544,-14.56404
1,-18.03252,1.184545,-14.53573
1,-18.05094,1.184544,-14.50616
1,-18.06935,1.184545,-14.47659
1,-18.08776,1.184544,-14.44702
1,-18.10618,1.184545,-14.41745
1,-18.12459,1.184544,-14.38788
1,-18.13907,1.184545,-14.34051
1,-18.15356,1.184544,-14.29315
1,-18.16804,1.184545,-14.24578
1,-18.18252,1.184544,-14.19842
1,-18.197,1.184545,-14.15106
1,-18.22337,1.184544,-14.11716
1,-18.24974,1.184545,-14.08327
1,-18.27611,1.184544,-14.04937
1,-18.30247,1.184545,-14.01548
1,-18.32884,1.184544,-13.98158
1,-18.31319,1.184545,-13.92158
1,-18.29754,1.184544,-13.86158
1,-18.28189,1.184545,-13.80158
1,-18.26623,1.184544,-13.74158
1,-18.25058,1.184545,-13.68159
1,-18.27498,1.184545,-13.65452
1,-18.29938,1.184544,-13.62746
1,-18.32377,1.184545,-13.60039
1,-18.34817,1.184544,-13.57333
1,-18.37257,1.184545,-13.54626
1,-18.39351,1.184545,-13.505
1,-18.41446,1.184545,-13.46374
1,-18.4354,1.184545,-13.42247
1,-18.45635,1.184545,-13.38121
1,-18.47729,1.184545,-13.33995
1,-18.49318,1.184545,-13.33848
1,-18.50907,1.184545,-13.33701
1,-18.52496,1.184545,-13.33555
1,-18.54085,1.184545,-13.33408
1,-18.55674,1.184545,-13.33261
1,-18.57016,1.184545,-13.30542
1,-18.58357,1.184545,-13.27822
1,-18.59699,1.184545,-13.25102
1,-18.6104,1.184545,-13.22382
1,-18.62382,1.184545,-13.19663
1,-18.62771,1.184545,-13.18583
1,-18.63161,1.184545,-13.17504
1,-18.6355,1.184545,-13.16424
1,-18.63939,1.184545,-13.15345
1,-18.64329,1.184545,-13.14265
1,-18.66576,1.184545,-13.1147
1,-18.68824,1.184545,-13.08675
1,-18.71071,1.184545,-13.0588
1,-18.73319,1.184545,-13.03085
1,-18.75566,1.184545,-13.0029
1,-18.81566,1.184545,-12.98833
1,-18.87566,1.184545,-12.97376
1,-18.93566,1.184545,-12.95919
1,-18.99566,1.184545,-12.94462
1,-19.05565,1.184545,-12.93005
1,-19.04205,1.184545,-12.91373
1,-19.02845,1.184545,-12.89741
1,-19.01485,1.184545,-12.88109
1,-19.00125,1.184545,-12.86476
1,-18.98764,1.184545,-12.84844
1,-18.97941,1.184545,-12.82455
1,-18.97119,1.184545,-12.80066
1,-18.96296,1.184545,-12.77676
1,-18.95473,1.184546,-12.75287
1,-18.9465,1.184546,-12.72898
1,-18.97444,1.184546,-12.68825
1,-19.00239,1.184546,-12.64752
1,-19.03033,1.184546,-12.60679
1,-19.05828,1.184546,-12.56606
1,-19.08622,1.184546,-12.52533
1,-19.1207,1.184546,-12.50242
1,-19.15518,1.184546,-12.47951
1,-19.18966,1.184546,-12.45661
1,-19.22414,1.184546,-12.4337
1,-19.25862,1.184546,-12.4108
1,-19.30565,1.184546,-12.38495
1,-19.35269,1.184546,-12.35911
1,-19.39973,1.184546,-12.33327
1,-19.44677,1.184546,-12.30743
1,-19.4938,1.184546,-12.28159
1,-19.54324,1.184546,-12.27303
1,-19.59268,1.184546,-12.26448
1,-19.64212,1.184546,-12.25593
1,-19.69156,1.184546,-12.24737
1,-19.741,1.184546,-12.23882
1,-19.76451,1.184546,-12.20354
1,-19.78802,1.184546,-12.16825
1,-19.81153,1.184546,-12.13297
1,-19.83504,1.184546,-12.09768
1,-19.85855,1.184546,-12.0624
1,-19.86517,1.184546,-12.01777
1,-19.8718,1.184546,-11.97314
1,-19.87842,1.184546,-11.92852
1,-19.88505,1.184546,-11.88389
1,-19.89167,1.184546,-11.83926
1,-19.88843,1.184546,-11.8115
1,-19.88519,1.184546,-11.78374
1,-19.88196,1.184546,-11.75597
1,-19.87872,1.184546,-11.72821
1,-19.87548,1.184546,-11.70045
1,-19.90671,1.184546,-11.67073
1,-19.93794,1.184546,-11.64101
1,-19.96917,1.184546,-11.6113
1,-20.0004,1.184546,-11.58158
1,-20.03163,1.184546,-11.55186
1,-20.04766,1.184546,-11.51695
1,-20.06367,1.184546,-11.48204
1,-20.07969,1.184546,-11.44713
1,-20.09571,1.184546,-11.41222
1,-20.11173,1.184546,-11.37731
1,-20.1192,1.184546,-11.3504
1,-20.12667,1.184546,-11.32349
1,-20.13413,1.184546,-11.29658
1,-20.1416,1.184546,-11.26967
1,-20.14906,1.184546,-11.24276
1,-20.15602,1.184546,-11.22223
1,-20.16297,1.184546,-11.2017
1,-20.16992,1.184546,-11.18117
1,-20.17688,1.184546,-11.16064
1,-20.18383,1.184546,-11.14011
1,-20.17008,1.184546,-11.11186
1,-20.15634,1.184546,-11.08361
1,-20.14259,1.184546,-11.05536
1,-20.12884,1.184546,-11.02711
1,-20.11509,1.184546,-10.99886
1,-20.09249,1.184546,-10.99493
1,-20.06989,1.184546,-10.991
1,-20.0473,1.184546,-10.98708
1,-20.0247,1.184546,-10.98315
1,-20.0021,1.184546,-10.97922
1,-19.97873,1.184546,-10.9592
1,-19.95537,1.184546,-10.93919
1,-19.932,1.184546,-10.91917
1,-19.90863,1.184546,-10.89915
1,-19.88526,1.184546,-10.87913
1,-19.88667,1.184546,-10.81913
1,-19.88809,1.184546,-10.75913
1,-19.8895,1.184546,-10.69913
1,-19.89091,1.184546,-10.63914
1,-19.89233,1.184546,-10.57914
1,-19.86176,1.184546,-10.58557
1,-19.83119,1.184546,-10.59201
1,-19.80063,1.184546,-10.59845
1,-19.77006,1.184546,-10.60489
1,-19.73949,1.184546,-10.61133
1,-19.70179,1.184546,-10.58091
1,-19.66408,1.184546,-10.55049
1,-19.62638,1.184546,-10.52007
1,-19.58868,1.184546,-10.48964
1,-19.55097,1.184546,-10.45922
1,-19.5344,1.184546,-10.45238
1,-19.51782,1.184546,-10.44555
1,-19.50125,1.184546,-10.43871
1,-19.48467,1.184546,-10.43187
1,-19.4681,1.184546,-10.42503
1,-19.49078,1.184546,-10.38723
1,-19.51346,1.184546,-10.34942
1,-19.53613,1.184546,-10.31161
1,-19.55881,1.184546,-10.2738
1,-19.58149,1.184546,-10.236
1,-19.56781,1.184546,-10.2082
1,-19.55413,1.184546,-10.18041
1,-19.54045,1.184546,-10.15262
1,-19.52677,1.184546,-10.12482
1,-19.51309,1.184546,-10.09703
1,-19.46837,1.184546,-10.08767
1,-19.42365,1.184546,-10.0783
1,-19.37893,1.184546,-10.06894
1,-19.33421,1.184546,-10.05958
1,-19.2895,1.184546,-10.05021
1,-19.30031,1.184546,-10.00629
1,-19.31112,1.184546,-9.962362
1,-19.32193,1.184546,-9.918438
1,-19.33275,1.184546,-9.874514
1,-19.34356,1.184546,-9.830589
1,-19.32703,1.184546,-9.823313
1,-19.3105,1.184546,-9.816036
1,-19.29398,1.184546,-9.80876
1,-19.27745,1.184546,-9.801483
1,-19.26092,1.184546,-9.794207
1,-19.22286,1.184546,-9.774261
1,-19.18479,1.184546,-9.754316
1,-19.14672,1.184546,-9.734371
1,-19.10866,1.184546,-9.714426
1,-19.07059,1.184546,-9.694481
1,-19.06084,1.184545,-9.663587
1,-19.0511,1.184545,-9.632692
1,-19.04135,1.184545,-9.601798
1,-19.0316,1.184545,-9.570904
1,-19.02185,1.184545,-9.540009
1,-18.97851,1.184545,-9.535957
1,-18.93517,1.184546,-9.531904
1,-18.89183,1.184546,-9.527851
1,-18.84849,1.184546,-9.523798
1,-18.80515,1.184546,-9.519745
1,-18.79615,1.184545,-9.504165
1,-18.78714,1.184545,-9.488585
1,-18.77814,1.184545,-9.473005
1,-18.76914,1.184545,-9.457425
1,-18.76014,1.184545,-9.441845
1,-18.74195,1.184545,-9.423038
1,-18.72375,1.184545,-9.40423
1,-18.70556,1.184545,-9.385423
1,-18.68737,1.184545,-9.366615
1,-18.66918,1.184545,-9.347808
1,-18.63022,1.184545,-9.380087
1,-18.59126,1.184545,-9.412365
1,-18.55231,1.184545,-9.444643
1,-18.51335,1.184545,-9.476922
1,-18.47439,1.184545,-9.509201
1,-18.46507,1.184545,-9.4876
1,-18.45576,1.184545,-9.466
1,-18.44644,1.184545,-9.4444
1,-18.43713,1.184545,-9.422799
1,-18.42781,1.184545,-9.401199
1,-18.41783,1.184545,-9.383728
1,-18.40785,1.184545,-9.366257
1,-18.39787,1.184545,-9.348785
1,-18.3879,1.184545,-9.331314
1,-18.37792,1.184545,-9.313843
1,-18.3245,1.184545,-9.287719
1,-18.27108,1.184545,-9.261595
1,-18.21766,1.184545,-9.235471
1,-18.16424,1.184545,-9.209347
1,-18.11082,1.184545,-9.183223
1,-18.06381,1.184545,-9.143581
1,-18.01681,1.184545,-9.103939
1,-17.9698,1.184545,-9.064297
1,-17.9228,1.184545,-9.024654
1,-17.87579,1.184545,-8.985012
1,-17.86152,1.184545,-8.973753
1,-17.84724,1.184545,-8.962494
1,-17.83296,1.184545,-8.951235
1,-17.81869,1.184545,-8.939976
1,-17.80441,1.184545,-8.928717
1,-17.74441,1.184545,-8.897706
1,-17.68441,1.184545,-8.866695
1,-17.62441,1.184545,-8.835685
1,-17.56441,1.184545,-8.804674
1,-17.50441,1.184545,-8.773664
1,-17.48876,1.184545,-8.741005
1,-17.47311,1.184545,-8.708345
1,-17.45746,1.184545,-8.675686
1,-17.44181,1.184545,-8.643026
1,-17.42616,1.184545,-8.610368
1,-17.38364,1.184545,-8.579988
1,-17.34112,1.184545,-8.549609
1,-17.29859,1.184545,-8.51923
1,-17.25607,1.184545,-8.488851
1,-17.21355,1.184545,-8.458471
1,-17.17285,1.184545,-8.428751
1,-17.13215,1.184545,-8.399031
1,-17.09145,1.184545,-8.369311
1,-17.05076,1.184545,-8.339592
1,-17.01006,1.184545,-8.309872
1,-17.00188,1.184545,-8.300338
1,-16.9937,1.184545,-8.290804
1,-16.98553,1.184545,-8.281269
1,-16.97735,1.184545,-8.271735
1,-16.96917,1.184545,-8.262201
1,-16.96211,1.184545,-8.229056
1,-16.95504,1.184545,-8.195911
1,-16.94798,1.184545,-8.162766
1,-16.94092,1.184545,-8.129622
1,-16.93385,1.184545,-8.096477
1,-16.92458,1.184545,-8.111696
1,-16.91531,1.184545,-8.126916
1,-16.90604,1.184545,-8.142136
1,-16.89677,1.184545,-8.157355
1,-16.8875,1.184545,-8.172575
1,-16.85476,1.184545,-8.133137
1,-16.82203,1.184545,-8.093699
1,-16.7893,1.184545,-8.054262
1,-16.75657,1.184545,-8.014824
1,-16.72383,1.184545,-7.975386
1,-16.70223,1.184545,-7.952766
1,-16.68063,1.184545,-7.930146
1,-16.65902,1.184545,-7.907526
1,-16.63741,1.184545,-7.884906
1,-16.61581,1.184545,-7.862286
1,-16.58485,1.184545,-7.827361
1,-16.5539,1.184545,-7.792436
1,-16.52294,1.184545,-7.757511
1,-16.49199,1.184545,-7.722586
1,-16.46103,1.184545,-7.687662
1,-16.41205,1.184545,-7.655351
1,-16.36307,1.184545,-7.623039
1,-16.31409,1.184545,-7.590728
1,-16.26511,1.184545,-7.558417
1,-16.21614,1.184545,-7.526106
1,-16.17662,1.184545,-7.501722
1,-16.13711,1.184545,-7.477338
1,-16.09759,1.184545,-7.452953
1,-16.05807,1.184545,-7.428569
1,-16.01856,1.184545,-7.404184
1,-15.99013,1.184545,-7.344185
1,-15.96169,1.184545,-7.284185
1,-15.93326,1.184545,-7.224186
1,-15.90482,1.184545,-7.164186
1,-15.87639,1.184545,-7.104187
1,-15.8631,1.184545,-7.087011
1,-15.8498,1.184545,-7.069835
1,-15.83651,1.184545,-7.052659
1,-15.82322,1.184545,-7.035483
1,-15.80993,1.184545,-7.018306
1,-15.76469,1.184545,-7.005481
1,-15.71944,1.184545,-6.992655
1,-15.6742,1.184545,-6.979829
1,-15.62896,1.184545,-6.967003
1,-15.58371,1.184545,-6.954177
1,-15.54746,1.184545,-6.93119
1,-15.51121,1.184545,-6.908203
1,-15.47496,1.184545,-6.885215
1,-15.43871,1.184545,-6.862228
1,-15.40246,1.184545,-6.839241
1,-15.35174,1.184545,-6.811935
1,-15.30103,1.184545,-6.784629
1,-15.25031,1.184545,-6.757325
1,-15.1996,1.184545,-6.730019
1,-15.14889,1.184545,-6.702713
1,-15.14405,1.184545,-6.69333
1,-15.13922,1.184545,-6.683948
1,-15.13439,1.184545,-6.674566
1,-15.12956,1.184545,-6.665184
1,-15.12473,1.184545,-6.6558
1,-15.10277,1.184545,-6.616379
1,-15.08082,1.184545,-6.576958
1,-15.05886,1.184545,-6.537537
1,-15.03691,1.184545,-6.498116
1,-15.01495,1.184545,-6.458694
1,-14.99249,1.184545,-6.450613
1,-14.97003,1.184545,-6.442532
1,-14.94757,1.184545,-6.43445
1,-14.92511,1.184545,-6.426369
1,-14.90265,1.184545,-6.418287
1,-14.8817,1.184545,-6.424007
1,-14.86075,1.184545,-6.429728
1,-14.8398,1.184545,-6.435448
1,-14.81885,1.184545,-6.441168
1,-14.7979,1.184545,-6.446888
1,-14.79759,1.184545,-6.430292
1,-14.79727,1.184545,-6.413696
1,-14.79696,1.184545,-6.3971
1,-14.79664,1.184545,-6.380505
1,-14.79633,1.184545,-6.363909
1,-14.7656,1.184545,-6.334539
1,-14.73487,1.184545,-6.305169
1,-14.70414,1.184545,-6.2758
1,-14.67341,1.184545,-6.24643
1,-14.64268,1.184545,-6.217061
1,-14.61366,1.184545,-6.218306
1,-14.58463,1.184545,-6.21955
1,-14.55561,1.184545,-6.220795
1,-14.52659,1.184545,-6.22204
1,-14.49756,1.184545,-6.223284
1,-14.46722,1.184545,-6.181324
1,-14.43687,1.184545,-6.139365
1,-14.40653,1.184545,-6.097405
1,-14.37618,1.184545,-6.055445
1,-14.34583,1.184545,-6.013485
1,-14.34147,1.184545,-5.996882
1,-14.3371,1.184545,-5.980278
1,-14.33273,1.184545,-5.963675
1,-14.32836,1.184545,-5.947072
1,-14.324,1.184545,-5.930468
1,-14.2991,1.184545,-5.915996
1,-14.2742,1.184545,-5.901523
1,-14.24931,1.184545,-5.88705
1,-14.22441,1.184545,-5.872577
1,-14.19951,1.184545,-5.858104
1,-14.1941,1.184545,-5.843936
1,-14.18868,1.184545,-5.829767
1,-14.18326,1.184545,-5.815599
1,-14.17785,1.184545,-5.801431
1,-14.17243,1.184545,-5.787262
1,-14.15872,1.184545,-5.758377
1,-14.14501,1.184545,-5.729492
1,-14.1313,1.184545,-5.700607
1,-14.11759,1.184545,-5.671722
1,-14.10388,1.184545,-5.642838
1,-14.08201,1.184545,-5.633539
1,-14.06014,1.184545,-5.624239
1,-14.03827,1.184545,-5.614941
1,-14.0164,1.184545,-5.605642
1,-13.99454,1.184545,-5.596343
1,-13.97059,1.184544,-5.551207
1,-13.94664,1.184544,-5.506071
1,-13.9227,1.184544,-5.460935
1,-13.89875,1.184544,-5.415799
1,-13.8748,1.184544,-5.370664
1,-13.84539,1.184544,-5.360399
1,-13.81598,1.184544,-5.350134
1,-13.78658,1.184544,-5.339869
1,-13.75717,1.184544,-5.329604
1,-13.72776,1.184544,-5.319339
1,-13.7197,1.184544,-5.289009
1,-13.71164,1.184544,-5.258678
1,-13.70358,1.184544,-5.228347
1,-13.69552,1.184544,-5.198017
1,-13.68746,1.184544,-5.167686
1,-13.67057,1.184544,-5.141353
1,-13.65369,1.184544,-5.11502
1,-13.6368,1.184544,-5.088686
1,-13.61992,1.184544,-5.062353
1,-13.60303,1.184544,-5.03602
1,-13.56927,1.184544,-5.013611
1,-13.5355,1.184544,-4.991201
1,-13.50174,1.184544,-4.968792
1,-13.46797,1.184544,-4.946383
1,-13.43421,1.184544,-4.923973
1,-13.41199,1.184544,-4.876085
1,-13.38978,1.184544,-4.828197
1,-13.36756,1.184544,-4.780311
1,-13.34535,1.184544,-4.732424
1,-13.32313,1.184544,-4.684537
1,-13.30206,1.184544,-4.66895
1,-13.28099,1.184544,-4.653363
1,-13.25992,1.184544,-4.637776
1,-13.23884,1.184544,-4.62219
1,-13.21777,1.184544,-4.606603
1,-13.20846,1.184544,-4.577645
1,-13.19915,1.184544,-4.548688
1,-13.18984,1.184544,-4.519731
